time,event_count,event_types,replanning_count,destroyed_count,destroyed_target_ids,destroyed_this_step_count,destroyed_this_step,disappeared_count,disappeared_target_ids,damaged_uav_count,damaged_uav_ids,available_target_count,available_uav_count,completed_cluster_count,total_cluster_count,completed_cluster_ratio,cluster_status
1560.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1590.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1620.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1650.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1680.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1710.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1740.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1770.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1800.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1830.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1860.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1890.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1920.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1950.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
1980.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2010.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2040.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2070.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2100.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2130.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2160.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2190.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
2200.0,0,[],4,1,[21],0,[],1,[3],2,"[6, 11]",19,39,1,1,1.0,"{""0"": ""completed""}"
