total_time,num_steps,num_replanning,total_event_count,event_type_counts,final_destroyed_count,final_destroyed_target_ids,final_disappeared_count,final_disappeared_target_ids,final_damaged_uav_count,final_damaged_uav_ids,final_available_target_count,final_available_uav_count,final_completed_cluster_count,final_total_cluster_count,final_cluster_completion_ratio,mission_completed_by_cluster,total_destroyed_this_step_sum,average_destroyed_per_step
2200.0,74,4,4,"{""target_disappeared"": 1, ""target_appeared"": 1, ""attack_uav_destroyed"": 1, ""communication_uav_destroyed"": 1}",1,[21],1,[3],2,"[6, 11]",19,39,1,1,1.0,True,1,0.013513513513513514
