event_type,count,reward_mean,reward_std,score_mean,score_std
mixed,23,0.47301706190106313,0.31922646367223423,2.605955927243068,0.080466837064761
none,139,0.19439947627142917,0.20828194734719083,2.5567493803243746,0.08964909045691456
target_added,71,0.30693556258440785,0.25319939037535755,2.5384628460504,0.08632116530187182
target_removed,159,0.22093332654735576,0.2645589459248304,2.502361171430221,0.09756552541320165
target_value_changed,108,0.355485278706159,0.16520614371990117,2.6069270084462,0.061246684011721016
