method,final_score,compactness,count_balance,workload_balance,mean_intra_cluster_distance,count_std,workload_std,empty_cluster_count,fallback_reason,num_inference_steps
pso_baseline,2.578249184628485,0.8844521833426611,0.8456808592742047,0.8481161420116192,0.13064337319021854,1.8856180831641267,7.760297817881877,0.0,,0
ppo_policy,2.6933114800568503,0.8784278046213744,0.8923005501689628,0.9225831252665132,0.13839748097571491,1.247219128924647,3.636237371545238,0.0,,16
