Episode,Total Reward,Average Loss
577,-2131.802545,8.727244786
578,-2131.802545,31.16963907
579,-2131.802545,9.923684589
580,-2131.802545,8.789493455
581,-2813.119136,7.893560228
582,-2131.802545,18.52629127
583,-2131.802545,17.66447814
584,-2131.802545,11.5069657
585,-2131.802545,5.902489722
586,-2643.32213,8.44065967
587,-2320.942467,3.337450807
588,-2131.802545,2.093228681
589,-2131.802545,2.117684436
590,-2131.802545,6.749216964
591,-2131.802545,15.91906287
592,-2131.802545,7.576589152
593,-2131.802545,21.9101103
594,-2131.802545,34.8840146
595,-2131.802545,15.53569905
596,-3633.66051,42.30186569
597,-2131.802545,24.9950657
598,-2877.795864,14.33288837
599,-2131.802545,7.605736234
600,-2131.802545,15.22938923
601,-2131.802545,4.440598243
602,-2131.802545,10.55783631
603,-2131.802545,17.33646218
604,-2452.871073,39.86075881
605,-2131.802545,6.23384431
606,-2131.802545,11.12282217
607,-2131.802545,15.85714985
608,-2131.802545,7.514833619
609,-2131.802545,1.847778526
610,-2131.802545,4.050952094
611,-2131.802545,2.350713189
612,-2233.00365,2.465885366
613,-2131.802545,10.19110804
614,-2131.802545,6.556223174
615,-2131.802545,2.817055671
616,-2131.802545,7.411545695
617,-2131.802545,5.695733696
618,-3625.231626,12.62974582
619,-2978.593045,6.365419402
620,-2131.802545,4.809690514
621,-2131.802545,2.068941892
622,-2131.802545,10.92858205
623,-2131.802545,7.544755798
624,-2808.040359,23.36313904
625,-2131.802545,8.385687224
626,-2131.802545,28.43231131
627,-2502.33851,7.482597093
628,-2131.802545,21.51975017
629,-2131.802545,7.690451987
630,-2131.802545,6.60308234
631,-2131.802545,7.8334825
632,-2131.802545,8.337564907
633,-2131.802545,8.410429083
634,-2131.802545,5.969040677
635,-2131.802545,2.563075374
636,-2773.898181,7.270475039
637,-2131.802545,13.73902279
638,-2131.802545,23.2910399
639,-2131.802545,5.465254422
640,-2131.802545,5.064160135
641,-2131.802545,7.388318872
642,-2131.802545,8.096082823
643,-2360.782893,17.49611406
644,-2131.802545,13.66846334
645,-2233.00365,6.85179711
646,-2131.802545,14.16405481
647,-3026.568224,14.8890173
648,-2877.795864,8.427511646
649,-2696.536995,20.90939049
650,-2831.942531,19.61285553
651,-2131.802545,10.67402376
652,-2513.76622,27.05797589
653,-2131.802545,5.244679929
654,-2131.802545,10.6036874
655,-2131.802545,10.03557095
656,-2131.802545,4.063140089
657,-2831.942531,4.358891259
658,-2131.802545,7.232454468
659,-2131.802545,6.158718548
660,-2131.802545,8.898695251
661,-2452.829653,8.197525683
662,-2589.260739,8.674689434
663,-2131.802545,3.098903397
664,-2131.802545,3.073040297
665,-2739.353041,7.210912606
666,-2131.802545,5.114174892
667,-2131.802545,18.53328656
668,-2131.802545,8.546707829
669,-2131.802545,9.710177618
670,-2131.802545,5.70568247
671,-2131.802545,9.120040022
672,-2452.871073,7.214511672
673,-2131.802545,4.012083971
674,-2360.782893,9.167728916
675,-2131.802545,4.765303121
676,-2131.802545,43.22581119
677,-2131.802545,8.694052516
678,-2131.802545,3.124807893
679,-2131.802545,12.6209912
680,-2131.802545,16.78416901
681,-2777.088965,20.33126016
682,-2131.802545,8.979830972
683,-2131.802545,16.51728081
684,-2131.802545,23.73961034
685,-2131.802545,14.59625537
686,-2131.802545,7.398371935
687,-2233.00365,5.564717586
688,-2131.802545,10.43604349
689,-2131.802545,7.814064795
690,-2131.802545,6.055298912
691,-2131.802545,5.341482309
692,-2131.802545,2.533053761
693,-2131.802545,4.4397018
694,-2131.802545,7.358696836
695,-3053.6789,15.02827693
696,-2452.871073,14.99340974
697,-2131.802545,12.42565932
698,-2131.802545,9.707532861
699,-2131.802545,5.05085841
700,-2131.802545,4.911855874
701,-2131.802545,15.02021557
702,-2131.802545,8.863053792
703,-2131.802545,11.83386686
704,-2788.832299,11.29541733
705,-2131.802545,20.86832683
706,-2131.802545,22.03844217
707,-2131.802545,18.58232258
708,-2131.802545,8.068716424
709,-2131.802545,7.086656244
710,-2131.802545,4.093412095
711,-2131.802545,17.31536983
712,-2131.802545,8.822366628
713,-2131.802545,3.285777081
714,-2131.802545,5.987312516
715,-2131.802545,4.059318706
716,-2131.802545,1.95722059
717,-2131.802545,6.196453937
718,-2131.802545,1.100404476
719,-2131.802545,10.81759232
720,-2131.802545,5.257229925
721,-2233.00365,3.80871685
722,-2131.802545,5.7126431
723,-2131.802545,4.852437084
724,-2131.802545,18.50264711
725,-2131.802545,5.097833881
726,-2413.564532,13.41540515
727,-2131.802545,11.9564888
728,-2131.802545,8.669183774
729,-2131.802545,7.7971111
730,-2131.802545,8.010346389
731,-2131.802545,16.96129731
732,-2131.802545,18.78600658
733,-2131.802545,15.88358616
734,-2131.802545,16.88037857
735,-2231.942531,19.86844778
736,-2131.802545,10.81441215
737,-2641.260533,13.62375931
738,-2594.279571,8.97869691
739,-2131.802545,8.152356026
740,-2131.802545,6.899706349
741,-2131.802545,6.500719692
742,-2131.802545,1.742676936
743,-2131.802545,4.511613452
744,-2131.802545,8.451000341
745,-2131.802545,8.154230821
746,-2131.802545,8.808445925
747,-2131.802545,6.495245484
748,-2131.802545,4.54533033
749,-2131.802545,6.741901921
750,-2131.802545,3.626929153
751,-2131.802545,7.42354983
752,-2131.802545,3.967584475
753,-2131.802545,3.893490298
754,-2131.802545,2.910421081
755,-2131.802545,3.046354699
756,-2427.490153,9.577495077
757,-2131.802545,7.308510099
758,-2131.802545,8.000724154
759,-2573.004768,6.78813225
760,-2131.802545,4.93868256
761,-2131.802545,12.09809723
762,-2131.802545,6.391799212
763,-2131.802545,6.923857892
764,-2131.802545,34.95022463
765,-2131.802545,12.2990298
766,-3183.585514,19.68540297
767,-2131.802545,11.62903815
768,-2370.801407,44.11124426
769,-2213.160662,18.0891387
770,-2991.143929,9.278958029
771,-2131.802545,11.01319748
772,-2573.107785,11.49082366
773,-2131.802545,5.98617002
774,-2131.802545,1.643569252
775,-2131.802545,2.161195617
776,-2131.802545,4.453967897
777,-2131.802545,5.807591089
778,-2131.802545,8.870104437
779,-2131.802545,6.687260359
780,-2131.802545,12.09567594
781,-2131.802545,3.985948439
782,-2131.802545,1.936239308
783,-2427.490153,16.47138048
784,-2131.802545,17.42730742
785,-2353.160662,8.607012472
786,-2131.802545,10.85850109
787,-2131.802545,12.36408392
788,-2131.802545,3.897436324
789,-2320.942467,5.987259225
790,-2131.802545,1.737856777
791,-2423.119136,2.432417897
792,-2131.802545,2.774859657
793,-2131.802545,5.098915621
794,-2131.802545,4.952925028
795,-2131.802545,5.808628594
796,-2326.289048,3.216980528
797,-2131.802545,8.96849045
798,-2131.802545,1.870320598
799,-2131.802545,5.549299109
800,-2131.802545,9.709147761
801,-2452.871073,7.04388637
802,-2175.424738,9.745288001
803,-2131.802545,7.004790408
804,-2131.802545,5.192519082
805,-2131.802545,8.355438051
806,-2239.353041,7.880300177
807,-2131.802545,9.737113976
808,-2233.00365,7.681104949
809,-2131.802545,3.182232565
810,-2131.802545,6.271277459
811,-2131.802545,3.710672987
812,-2131.802545,2.238241317
813,-2131.802545,9.791849379
814,-2131.802545,3.40929706
815,-2131.802545,6.358285054
816,-2131.802545,5.302770012
817,-2131.802545,7.942355284
818,-2131.802545,6.230599822
819,-2131.802545,3.520271931
820,-2354.119136,6.691755433
821,-2131.802545,7.182687949
822,-2131.802545,2.362162187
823,-2131.802545,4.055374018
824,-2131.802545,6.095668255
825,-2131.802545,6.337612973
826,-2131.802545,6.336217693
827,-2131.802545,5.9928836
828,-2131.802545,1.331359214
829,-2131.802545,5.599613158
830,-2131.802545,3.204033148
831,-2131.802545,11.41437467
832,-2131.802545,4.558103776
833,-2131.802545,1.992193368
834,-2131.802545,4.201506664
835,-2131.802545,4.5862563
836,-2131.802545,2.403700582
837,-2131.802545,3.393386751
838,-2263.32213,28.9882233
839,-2394.279571,22.91703475
840,-2131.802545,10.70535162
841,-2233.00365,2.9727429
842,-2131.802545,2.777015271
843,-2131.802545,11.46881884
844,-2288.004234,10.25702009
845,-2131.802545,4.988518273
846,-2131.802545,4.725521575
847,-2317.656252,17.55908381
848,-2233.00365,7.451480048
849,-2131.802545,8.642445125
850,-2131.802545,11.29123338
851,-2131.802545,3.079256346
852,-2131.802545,9.399157772
853,-2271.5588,8.708656101
854,-2131.802545,22.38337792
855,-2376.536995,7.527730114
856,-2131.802545,4.98394799
857,-2131.802545,11.18492367
858,-2131.802545,5.709119172
859,-2131.802545,18.19586341
860,-2131.802545,6.100911066
861,-2131.802545,2.687914
862,-2131.802545,9.750767054
863,-2289.037147,11.29901019
864,-2502.33851,3.445249844
865,-2131.802545,4.926206131
866,-2131.802545,5.753741647
867,-2131.802545,11.86632997
868,-2131.802545,10.95318707
869,-2131.802545,2.617108211
870,-2194.279571,6.122969314
871,-2131.802545,7.682026407
872,-2131.802545,0.291088354
873,-2131.802545,8.19860688
874,-2131.802545,8.168452463
875,-2131.802545,10.09381772
876,-2131.802545,8.544527465
877,-2452.829653,4.809786847
878,-2131.802545,2.055804786
879,-2477.656252,7.89168964
880,-2131.802545,6.947516975
881,-2131.802545,9.322390559
882,-2131.802545,11.1491967
883,-2131.802545,15.50483322
884,-2131.802545,5.797856934
885,-2131.802545,3.244669511
886,-2472.239508,14.39596986
887,-2131.802545,6.986347088
888,-2181.094988,13.35105316
889,-2131.802545,7.082113156
890,-2131.802545,0.921803523
891,-2131.802545,0.762159151
892,-2131.802545,3.855572055
893,-2131.802545,4.441529603
894,-2870.991344,19.37616414
895,-2131.802545,6.968690491
896,-2131.802545,6.065235636
897,-2131.802545,0.816226106
898,-2326.289048,18.96554128
899,-2131.802545,20.85978567
900,-2435.481794,16.71318435
901,-2131.802545,8.029687248
902,-2131.802545,4.544537047
903,-2131.802545,4.100654753
904,-2268.013875,4.411980054
905,-2131.802545,0.165568921
906,-2131.802545,2.005672121
907,-2131.802545,5.343706758
908,-2233.00365,2.979037734
909,-2131.802545,18.35339822
910,-2131.802545,7.864721611
911,-2131.802545,10.89119027
912,-2131.802545,9.655437343
913,-2131.802545,9.388612212
914,-2245.832243,12.39269066
915,-2131.802545,5.331169708
916,-2131.802545,10.46004662
917,-2131.802545,9.299108563
918,-2226.568224,16.47804296
919,-2131.802545,8.756376079
920,-2131.802545,6.467830481
921,-2131.802545,9.62054677
922,-2575.424738,3.636200624
923,-2131.802545,6.380130729
924,-2131.802545,14.99061404
925,-2131.802545,4.25391066
926,-2131.802545,2.320680472
927,-2131.802545,7.17625709
928,-2131.802545,9.649104813
929,-2288.832299,9.170177278
930,-2131.802545,3.428559689
931,-2131.802545,3.184309609
932,-2131.802545,5.458669857
933,-2131.802545,4.028884464
