episode,cluster_id,ordered_target_ids,total_path_distance,total_reward,num_steps,num_updates,mean_loss,random_action_count,greedy_action_count,random_action_ratio,invalid_or_no_action_count,done,is_best_episode,epsilon_after_episode,best_reward_so_far,global_env_steps,replay_buffer_size,latest_checkpoint_path,best_checkpoint_path,extra
808,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.016021317336708307,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3232,3232,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
809,1,"[5, 6, 7, 8]",176.18593953275735,28.57149701761014,4,4,0.010871291044168174,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3236,3236,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
810,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.018678114749491215,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3240,3240,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
811,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.02098392671905458,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3244,3244,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
812,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.016227017622441053,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3248,3248,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
813,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.029341518646106124,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3252,3252,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
814,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.015697476686909795,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3256,3256,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
815,3,"[13, 16, 15, 14]",116.10182393712081,26.366462669072508,4,4,0.01558234402909875,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3260,3260,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
816,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.0113031534710899,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3264,3264,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
817,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.019234725506976247,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3268,3268,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
818,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.008954946883022785,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3272,3272,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
819,3,"[13, 16, 15, 14]",116.10182393712081,26.366462669072508,4,4,0.014677465427666903,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3276,3276,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
820,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.016070900484919548,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3280,3280,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
821,0,"[3, 4, 2, 1]",144.72417449833796,25.999062732197913,4,4,0.011095486115664244,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3284,3284,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
822,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.02841628761962056,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3288,3288,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
823,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.011284956824965775,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3292,3292,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
824,3,"[13, 16, 15, 14]",116.10182393712081,26.366462669072508,4,4,0.01603777357377112,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3296,3296,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
825,3,"[13, 16, 15, 14]",116.10182393712081,26.366462669072508,4,4,0.015340019715949893,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3300,3300,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
826,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01959441602230072,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3304,3304,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
827,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.023506754310801625,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3308,3308,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
828,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.015689061721786857,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3312,3312,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
829,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.010796819115057588,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3316,3316,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
830,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.014153241878375411,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3320,3320,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
831,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.015211907215416431,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3324,3324,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
832,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.009451091522350907,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3328,3328,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
833,2,"[11, 9, 12, 10]",195.22686250124153,18.40278416071593,4,4,0.022061616997234523,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3332,3332,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
834,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.011807596543803811,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3336,3336,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
835,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.0187485096976161,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3340,3340,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
836,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.013724090880714357,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3344,3344,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
837,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.014574985252693295,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3348,3348,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
838,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.023104640189558268,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3352,3352,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
839,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01538072305265814,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3356,3356,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
840,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.007182825240306556,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3360,3360,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
841,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.011742141796275973,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3364,3364,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
842,3,"[13, 16, 15, 14]",116.10182393712081,26.366462669072508,4,4,0.008000826113857329,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3368,3368,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
843,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.014925328257959336,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3372,3372,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
844,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01008244842523709,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3376,3376,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
845,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.008463700767606497,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3380,3380,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
846,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.015540182823315263,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3384,3384,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
847,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.02601445186883211,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3388,3388,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
848,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.015400313772261143,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3392,3392,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
849,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.01191750867292285,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3396,3396,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
850,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.014481970109045506,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3400,3400,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
851,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.015988186467438936,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3404,3404,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
852,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.011344364378601313,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3408,3408,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
853,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.008551391190849245,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3412,3412,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
854,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.012072242330759764,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3416,3416,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
855,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.011368571547791362,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3420,3420,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
856,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.00583393475972116,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3424,3424,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
857,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.012229834916070104,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3428,3428,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
858,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.011083336139563471,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3432,3432,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
859,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.006997952121309936,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3436,3436,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
860,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.00898688769666478,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3440,3440,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
861,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.012045425362884998,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3444,3444,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
862,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.010328204836696386,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3448,3448,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
863,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01098634977824986,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3452,3452,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
864,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.01057242089882493,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3456,3456,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
865,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.00803125835955143,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3460,3460,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
866,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.01405059255193919,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3464,3464,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
867,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.004047584137879312,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3468,3468,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
868,4,"[20, 17, 19, 18]",163.52770884030468,20.317524759490777,4,4,0.00794462114572525,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3472,3472,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
869,2,"[11, 9, 12, 10]",195.22686250124153,18.40278416071593,4,4,0.015368189313448966,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3476,3476,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
870,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.011237152852118015,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3480,3480,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
871,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.01848440244793892,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3484,3484,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
872,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.012622446520254016,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3488,3488,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
873,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.013557517318986356,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3492,3492,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
874,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.006030310993082821,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3496,3496,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
875,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.013106736703775823,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3500,3500,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
876,2,"[11, 9, 12, 10]",195.22686250124153,18.40278416071593,4,4,0.009342467645183206,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3504,3504,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
877,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.011973882792517543,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3508,3508,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
878,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.021446113009005785,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3512,3512,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
879,2,"[11, 9, 12, 10]",195.22686250124153,18.40278416071593,4,4,0.019984367303550243,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3516,3516,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
880,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.024986312724649906,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3520,3520,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
881,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01979108341038227,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3524,3524,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
882,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.013581808423623443,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3528,3528,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
883,2,"[10, 12, 9, 11]",205.11603076518864,17.944549681546867,4,4,0.011608428554609418,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3532,3532,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
884,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.00868894555605948,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3536,3536,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
885,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.0149286228697747,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3540,3540,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
886,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.007272602990269661,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3544,3544,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
887,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.006244018906727433,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3548,3548,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
888,0,"[2, 4, 3, 1]",155.79811037352016,26.295030053538895,4,4,0.01600145362317562,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3552,3552,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
889,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.014272229745984077,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3556,3556,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
890,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.015073631657287478,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3560,3560,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
891,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.009547184454277158,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3564,3564,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
892,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.006909522693604231,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3568,3568,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
893,2,"[12, 10, 9, 11]",219.7060500282308,18.350952970962638,4,4,0.011741755588445812,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3572,3572,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
894,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.008386082947254181,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3576,3576,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
895,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.009146828320808709,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3580,3580,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
896,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.01344775059260428,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3584,3584,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
897,2,"[11, 9, 12, 10]",195.22686250124153,18.40278416071593,4,4,0.00826621800661087,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3588,3588,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
898,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.0050595313659869134,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3592,3592,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
899,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.013860912411473691,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3596,3596,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
900,3,"[15, 13, 16, 14]",110.72440362060973,26.524306284948956,4,4,0.012181393802165985,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3600,3600,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
901,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.022354644956067204,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3604,3604,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
902,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01327900611795485,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3608,3608,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
903,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.02092640264891088,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3612,3612,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
904,4,"[19, 20, 17, 18]",205.15408927401,19.774473019758354,4,4,0.016434580087661743,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3616,3616,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
905,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.014217096846550703,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3620,3620,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
906,3,"[13, 16, 14, 15]",123.25600894347023,26.004300419945153,4,4,0.01701541244983673,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3624,3624,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
907,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.016515490598976612,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3628,3628,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
908,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.00889389228541404,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3632,3632,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
909,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.007858230557758361,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3636,3636,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
910,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01093379920348525,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3640,3640,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
911,3,"[13, 16, 15, 14]",116.10182393712081,26.366462669072508,4,4,0.009148210752755404,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3644,3644,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
912,0,"[4, 3, 1, 2]",178.27976535289113,26.243832350219726,4,4,0.015285209519788623,1,3,0.25,0,True,False,0.050000000000000044,30.135987974687502,3648,3648,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
913,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.012774905189871788,0,4,0.0,0,True,False,0.050000000000000044,30.135987974687502,3652,3652,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
