episode,cluster_id,ordered_target_ids,total_path_distance,total_reward,num_steps,num_updates,mean_loss,random_action_count,greedy_action_count,random_action_ratio,invalid_or_no_action_count,done,is_best_episode,epsilon_after_episode,best_reward_so_far,global_env_steps,replay_buffer_size,latest_checkpoint_path,best_checkpoint_path,extra
541,3,"[13, 15, 16, 14]",124.85245298960119,26.100849994766918,4,4,0.07038648659363389,1,3,0.25,0,True,False,0.3147333333333333,30.135987974687502,2164,2164,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
542,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.04151450050994754,0,4,0.0,0,True,False,0.31346666666666667,30.135987974687502,2168,2168,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
543,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.05179579043760896,1,3,0.25,0,True,False,0.31220000000000003,30.135987974687502,2172,2172,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
544,0,"[3, 4, 2, 1]",144.72417449833796,25.999062732197913,4,4,0.05265878140926361,3,1,0.75,0,True,False,0.3109333333333333,30.135987974687502,2176,2176,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
545,4,"[17, 20, 19, 18]",170.67585144740272,20.153977949194896,4,4,0.0655604787170887,2,2,0.5,0,True,False,0.30966666666666665,30.135987974687502,2180,2180,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
546,0,"[2, 4, 3, 1]",155.79811037352016,26.295030053538895,4,4,0.06064622104167938,1,3,0.25,0,True,False,0.3084,30.135987974687502,2184,2184,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
547,2,"[12, 10, 9, 11]",219.7060500282308,18.350952970962638,4,4,0.04443065309897065,1,3,0.25,0,True,False,0.30713333333333337,30.135987974687502,2188,2188,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
548,2,"[9, 11, 10, 12]",216.06353122059784,18.012695818960978,4,4,0.03561042156070471,3,1,0.75,0,True,False,0.30586666666666673,30.135987974687502,2192,2192,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
549,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.047206697054207325,2,2,0.5,0,True,False,0.3046000000000001,30.135987974687502,2196,2196,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
550,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.04819417558610439,1,3,0.25,0,True,False,0.30333333333333345,30.135987974687502,2200,2200,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
551,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.06125619448721409,1,3,0.25,0,True,False,0.3020666666666667,30.135987974687502,2204,2204,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
552,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.07636355236172676,2,2,0.5,0,True,False,0.30080000000000007,30.135987974687502,2208,2208,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
553,4,"[17, 19, 18, 20]",191.4831689051923,19.56280543863833,4,4,0.06868270225822926,2,2,0.5,0,True,False,0.29953333333333343,30.135987974687502,2212,2212,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
554,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.05095784831792116,0,4,0.0,0,True,False,0.2982666666666667,30.135987974687502,2216,2216,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
555,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.036476997658610344,0,4,0.0,0,True,False,0.29700000000000004,30.135987974687502,2220,2220,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
556,2,"[11, 9, 12, 10]",195.22686250124153,18.40278416071593,4,4,0.04433868080377579,2,2,0.5,0,True,False,0.2957333333333334,30.135987974687502,2224,2224,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
557,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.05840775836259127,1,3,0.25,0,True,False,0.29446666666666665,30.135987974687502,2228,2228,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
558,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.04793832963332534,1,3,0.25,0,True,False,0.2932,30.135987974687502,2232,2232,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
559,3,"[13, 15, 16, 14]",124.85245298960119,26.100849994766918,4,4,0.0366905233822763,2,2,0.5,0,True,False,0.2919333333333334,30.135987974687502,2236,2236,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
560,4,"[20, 17, 19, 18]",163.52770884030468,20.317524759490777,4,4,0.06077725416980684,2,2,0.5,0,True,False,0.29066666666666663,30.135987974687502,2240,2240,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
561,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.04369448032230139,0,4,0.0,0,True,False,0.2894,30.135987974687502,2244,2244,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
562,0,"[4, 3, 1, 2]",178.27976535289113,26.243832350219726,4,4,0.025947523768991232,1,3,0.25,0,True,False,0.28813333333333335,30.135987974687502,2248,2248,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
563,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.0292976894415915,0,4,0.0,0,True,False,0.2868666666666667,30.135987974687502,2252,2252,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
564,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.03253765683621168,0,4,0.0,0,True,False,0.2856000000000001,30.135987974687502,2256,2256,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
565,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.036580951884388924,3,1,0.75,0,True,False,0.28433333333333344,30.135987974687502,2260,2260,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
566,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.03594723669812083,2,2,0.5,0,True,False,0.2830666666666667,30.135987974687502,2264,2264,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
567,1,"[5, 8, 6, 7]",200.39365931189104,28.565930775881494,4,4,0.029501583892852068,2,2,0.5,0,True,False,0.28180000000000005,30.135987974687502,2268,2268,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
568,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.03541072830557823,0,4,0.0,0,True,False,0.2805333333333334,30.135987974687502,2272,2272,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
569,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.03053321409970522,1,3,0.25,0,True,False,0.27926666666666666,30.135987974687502,2276,2276,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
570,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.029336397536098957,0,4,0.0,0,True,False,0.278,30.135987974687502,2280,2280,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
571,4,"[20, 17, 19, 18]",163.52770884030468,20.317524759490777,4,4,0.04583138134330511,2,2,0.5,0,True,False,0.2767333333333334,30.135987974687502,2284,2284,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
572,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.038640545681118965,0,4,0.0,0,True,False,0.27546666666666664,30.135987974687502,2288,2288,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
573,1,"[5, 7, 6, 8]",196.83620395644095,28.96805205102506,4,4,0.018767827190458775,2,2,0.5,0,True,False,0.2742,30.135987974687502,2292,2292,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
574,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.056012541987001896,1,3,0.25,0,True,False,0.27293333333333336,30.135987974687502,2296,2296,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
575,0,"[1, 2, 4, 3]",165.4992225134303,24.752069426272065,4,4,0.020015216898173094,2,2,0.5,0,True,False,0.2716666666666666,30.135987974687502,2300,2300,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
576,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.042191154323518276,0,4,0.0,0,True,False,0.2704,30.135987974687502,2304,2304,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
577,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.040410846937447786,0,4,0.0,0,True,False,0.26913333333333334,30.135987974687502,2308,2308,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
578,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.026266117114573717,0,4,0.0,0,True,False,0.2678666666666667,30.135987974687502,2312,2312,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
579,4,"[20, 17, 19, 18]",163.52770884030468,20.317524759490777,4,4,0.02906374679878354,2,2,0.5,0,True,False,0.26660000000000006,30.135987974687502,2316,2316,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
580,0,"[4, 2, 3, 1]",184.447053556711,21.064568425993755,4,4,0.022959592519327998,1,3,0.25,0,True,False,0.2653333333333334,30.135987974687502,2320,2320,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
581,0,"[2, 1, 3, 4]",184.61659237869566,25.07248208498785,4,4,0.024797878228127956,3,1,0.75,0,True,False,0.2640666666666668,30.135987974687502,2324,2324,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
582,4,"[19, 17, 18, 20]",225.96140673179957,19.183300509201782,4,4,0.06706009432673454,2,2,0.5,0,True,False,0.26280000000000003,30.135987974687502,2328,2328,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
583,0,"[4, 3, 1, 2]",178.27976535289113,26.243832350219726,4,4,0.025568712037056684,2,2,0.5,0,True,False,0.2615333333333334,30.135987974687502,2332,2332,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
584,0,"[4, 3, 1, 2]",178.27976535289113,26.243832350219726,4,4,0.06338751642033458,2,2,0.5,0,True,False,0.26026666666666676,30.135987974687502,2336,2336,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
585,2,"[12, 10, 9, 11]",219.7060500282308,18.350952970962638,4,4,0.06937666144222021,1,3,0.25,0,True,False,0.259,30.135987974687502,2340,2340,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
586,4,"[19, 20, 17, 18]",205.15408927401,19.774473019758354,4,4,0.033112017437815666,1,3,0.25,0,True,False,0.25773333333333337,30.135987974687502,2344,2344,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
587,3,"[13, 15, 16, 14]",124.85245298960119,26.100849994766918,4,4,0.02402789145708084,1,3,0.25,0,True,False,0.25646666666666673,30.135987974687502,2348,2348,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
588,0,"[4, 3, 1, 2]",178.27976535289113,26.243832350219726,4,4,0.03260300401598215,1,3,0.25,0,True,False,0.2552,30.135987974687502,2352,2352,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
589,4,"[19, 20, 17, 18]",205.15408927401,19.774473019758354,4,4,0.032988854218274355,1,3,0.25,0,True,False,0.25393333333333334,30.135987974687502,2356,2356,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
590,4,"[19, 20, 17, 18]",205.15408927401,19.774473019758354,4,4,0.026867365464568138,2,2,0.5,0,True,False,0.2526666666666667,30.135987974687502,2360,2360,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
591,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.027044816175475717,2,2,0.5,0,True,False,0.25139999999999996,30.135987974687502,2364,2364,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
592,4,"[19, 17, 20, 18]",193.25430480962262,20.112843240011067,4,4,0.030638933647423983,1,3,0.25,0,True,False,0.2501333333333333,30.135987974687502,2368,2368,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
593,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.023934662574902177,1,3,0.25,0,True,False,0.2488666666666668,30.135987974687502,2372,2372,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
594,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.017931466922163963,0,4,0.0,0,True,False,0.24760000000000004,30.135987974687502,2376,2376,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
595,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.023429435212165117,2,2,0.5,0,True,False,0.2463333333333334,30.135987974687502,2380,2380,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
596,4,"[17, 19, 20, 18]",224.138333871339,17.61825865711074,4,4,0.023458029609173536,2,2,0.5,0,True,False,0.24506666666666677,30.135987974687502,2384,2384,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
597,2,"[12, 10, 9, 11]",219.7060500282308,18.350952970962638,4,4,0.01960896886885166,0,4,0.0,0,True,False,0.24380000000000002,30.135987974687502,2388,2388,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
598,3,"[14, 15, 13, 16]",111.82161863567384,25.152774105723537,4,4,0.05124596459791064,2,2,0.5,0,True,False,0.24253333333333338,30.135987974687502,2392,2392,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
599,3,"[13, 16, 14, 15]",123.25600894347023,26.004300419945153,4,4,0.015426789643242955,2,2,0.5,0,True,False,0.24126666666666674,30.135987974687502,2396,2396,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
600,3,"[13, 16, 14, 15]",123.25600894347023,26.004300419945153,4,4,0.04159833025187254,1,3,0.25,0,True,False,0.24,30.135987974687502,2400,2400,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
601,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.028001007391139865,0,4,0.0,0,True,False,0.23873333333333335,30.135987974687502,2404,2404,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
602,3,"[13, 14, 15, 16]",138.68555427061136,24.119297511522852,4,4,0.03059049230068922,2,2,0.5,0,True,False,0.23746666666666671,30.135987974687502,2408,2408,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
603,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.02182133332826197,0,4,0.0,0,True,False,0.23619999999999997,30.135987974687502,2412,2412,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
604,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.03186551108956337,0,4,0.0,0,True,False,0.23493333333333333,30.135987974687502,2416,2416,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
605,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.027905362658202648,2,2,0.5,0,True,False,0.2336666666666667,30.135987974687502,2420,2420,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
606,2,"[10, 12, 11, 9]",219.98209221828736,17.62214540691023,4,4,0.016766400542110205,2,2,0.5,0,True,False,0.23239999999999994,30.135987974687502,2424,2424,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
607,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.0495025347918272,0,4,0.0,0,True,False,0.2311333333333333,30.135987974687502,2428,2428,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
608,2,"[12, 10, 9, 11]",219.7060500282308,18.350952970962638,4,4,0.035022908356040716,1,3,0.25,0,True,False,0.22986666666666677,30.135987974687502,2432,2432,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
609,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.02506652334704995,1,3,0.25,0,True,False,0.22860000000000003,30.135987974687502,2436,2436,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
610,4,"[19, 20, 17, 18]",205.15408927401,19.774473019758354,4,4,0.03459185315296054,1,3,0.25,0,True,False,0.2273333333333334,30.135987974687502,2440,2440,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
611,4,"[18, 19, 17, 20]",167.02934433216726,20.107176118349543,4,4,0.030451442347839475,1,3,0.25,0,True,False,0.22606666666666675,30.135987974687502,2444,2444,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
612,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.019842832116410136,0,4,0.0,0,True,False,0.2248000000000001,30.135987974687502,2448,2448,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
613,3,"[13, 14, 15, 16]",138.68555427061136,24.119297511522852,4,4,0.02257850719615817,1,3,0.25,0,True,False,0.22353333333333336,30.135987974687502,2452,2452,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
614,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.049384384183213115,0,4,0.0,0,True,False,0.22226666666666672,30.135987974687502,2456,2456,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
615,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.016600496135652065,1,3,0.25,0,True,False,0.22100000000000009,30.135987974687502,2460,2460,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
616,3,"[13, 15, 14, 16]",121.91912521010097,26.288679406490516,4,4,0.012689620605669916,1,3,0.25,0,True,False,0.21973333333333334,30.135987974687502,2464,2464,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
617,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.019648243207484484,0,4,0.0,0,True,False,0.2184666666666667,30.135987974687502,2468,2468,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
618,1,"[6, 7, 5, 8]",184.52498436041088,20.003753272511286,4,4,0.014703467022627592,1,3,0.25,0,True,False,0.21720000000000006,30.135987974687502,2472,2472,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
619,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.01278922101482749,0,4,0.0,0,True,False,0.2159333333333333,30.135987974687502,2476,2476,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
620,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.016810576431453228,0,4,0.0,0,True,False,0.21466666666666667,30.135987974687502,2480,2480,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
621,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.01928794861305505,1,3,0.25,0,True,False,0.21340000000000003,30.135987974687502,2484,2484,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
622,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.011376621318049729,1,3,0.25,0,True,False,0.21213333333333328,30.135987974687502,2488,2488,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
623,0,"[4, 3, 2, 1]",143.75447345561832,27.15430895066569,4,4,0.03257314022630453,0,4,0.0,0,True,False,0.21086666666666676,30.135987974687502,2492,2492,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
624,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.017830159747973084,0,4,0.0,0,True,False,0.20960000000000012,30.135987974687502,2496,2496,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
625,3,"[13, 14, 15, 16]",138.68555427061136,24.119297511522852,4,4,0.029313126113265753,2,2,0.5,0,True,False,0.20833333333333337,30.135987974687502,2500,2500,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
626,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.02208117675036192,0,4,0.0,0,True,False,0.20706666666666673,30.135987974687502,2504,2504,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
627,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.02034279191866517,0,4,0.0,0,True,False,0.2058000000000001,30.135987974687502,2508,2508,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
628,1,"[5, 7, 8, 6]",164.60582761657668,30.135987974687502,4,4,0.02448664139956236,1,3,0.25,0,True,False,0.20453333333333334,30.135987974687502,2512,2512,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
629,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.024758541490882635,0,4,0.0,0,True,False,0.2032666666666667,30.135987974687502,2516,2516,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
630,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.0284671284025535,0,4,0.0,0,True,False,0.20200000000000007,30.135987974687502,2520,2520,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
631,3,"[13, 15, 16, 14]",124.85245298960119,26.100849994766918,4,4,0.019354694988578558,0,4,0.0,0,True,False,0.20073333333333332,30.135987974687502,2524,2524,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
632,1,"[6, 7, 5, 8]",184.52498436041088,20.003753272511286,4,4,0.015133326640352607,2,2,0.5,0,True,False,0.19946666666666668,30.135987974687502,2528,2528,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
633,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.04517013067379594,1,3,0.25,0,True,False,0.19820000000000004,30.135987974687502,2532,2532,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
634,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.017013558885082603,0,4,0.0,0,True,False,0.1969333333333333,30.135987974687502,2536,2536,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
635,0,"[1, 3, 4, 2]",181.66116066125574,24.446168855463334,4,4,0.020698204869404435,1,3,0.25,0,True,False,0.19566666666666666,30.135987974687502,2540,2540,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
636,3,"[13, 15, 16, 14]",124.85245298960119,26.100849994766918,4,4,0.017683914862573147,1,3,0.25,0,True,False,0.19440000000000002,30.135987974687502,2544,2544,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
637,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.025209910236299038,1,3,0.25,0,True,False,0.19313333333333327,30.135987974687502,2548,2548,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
638,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.014393139630556107,1,3,0.25,0,True,False,0.19186666666666674,30.135987974687502,2552,2552,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
639,3,"[13, 15, 16, 14]",124.85245298960119,26.100849994766918,4,4,0.016520007979124784,1,3,0.25,0,True,False,0.1906000000000001,30.135987974687502,2556,2556,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
640,4,"[19, 18, 20, 17]",169.56104208358724,21.76935026904001,4,4,0.026175368577241898,1,3,0.25,0,True,False,0.18933333333333335,30.135987974687502,2560,2560,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
641,3,"[14, 15, 13, 16]",111.82161863567384,25.152774105723537,4,4,0.02235633716918528,2,2,0.5,0,True,False,0.18806666666666672,30.135987974687502,2564,2564,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
642,4,"[19, 18, 17, 20]",172.49892430786332,21.71901980128594,4,4,0.021498821675777435,1,3,0.25,0,True,False,0.18680000000000008,30.135987974687502,2568,2568,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
643,4,"[19, 20, 17, 18]",205.15408927401,19.774473019758354,4,4,0.021744420286267996,1,3,0.25,0,True,False,0.18553333333333344,30.135987974687502,2572,2572,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
644,2,"[12, 9, 11, 10]",219.43660454395496,18.160657389833798,4,4,0.015472183702513576,1,3,0.25,0,True,False,0.1842666666666667,30.135987974687502,2576,2576,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
645,3,"[13, 16, 15, 14]",116.10182393712081,26.366462669072508,4,4,0.02203617012128234,2,2,0.5,0,True,False,0.18300000000000005,30.135987974687502,2580,2580,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
646,1,"[5, 8, 7, 6]",149.2377467868531,30.0298134782743,4,4,0.014210489229299128,1,3,0.25,0,True,False,0.1817333333333334,30.135987974687502,2584,2584,F:\项目\专利\uav_dynamic_task_allocation\checkpoints\strike_order_dqn\latest.pt,,
