total_time,num_steps,num_replanning,total_event_count,event_type_counts,final_destroyed_count,final_destroyed_target_ids,final_disappeared_count,final_disappeared_target_ids,final_damaged_uav_count,final_damaged_uav_ids,final_available_target_count,final_available_uav_count,final_completed_cluster_count,final_total_cluster_count,final_cluster_completion_ratio,mission_completed_by_cluster,total_destroyed_this_step_sum,average_destroyed_per_step
2200.0,74,0,0,{},49,"[1, 2, 3, 4, 5, 6, 10, 12, 13, 14, 15, 16, 18, 20, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 43, 57, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 138, 147, 149, 151, 167, 174, 196]",0,[],0,[],151,41,0,3,0.0,False,49,0.6621621621621622
