time,event_count,event_types,replanning_count,destroyed_count,destroyed_target_ids,destroyed_this_step_count,destroyed_this_step,disappeared_count,disappeared_target_ids,damaged_uav_count,damaged_uav_ids,available_target_count,available_uav_count,completed_cluster_count,total_cluster_count,completed_cluster_ratio,cluster_status
930.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
960.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
990.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1020.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1050.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1080.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1110.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1140.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1170.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1200.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1230.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1260.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1290.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1320.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1350.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1380.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1410.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1440.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1470.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1500.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1530.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1560.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1590.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1620.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1650.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1680.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1710.0,0,[],0,0,[],0,[],0,[],0,[],200,41,0,3,0.0,"{""2"": ""en_route"", ""1"": ""en_route"", ""0"": ""en_route""}"
1740.0,0,[],0,1,[35],1,[35],0,[],0,[],199,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""en_route"", ""0"": ""en_route""}"
1770.0,0,[],0,4,"[15, 35, 39, 128]",3,"[15, 39, 128]",0,[],0,[],196,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
1800.0,0,[],0,7,"[15, 35, 39, 104, 117, 128, 167]",3,"[167, 117, 104]",0,[],0,[],193,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
1830.0,0,[],0,10,"[3, 15, 35, 39, 104, 117, 119, 124, 128, 167]",3,"[119, 3, 124]",0,[],0,[],190,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
1860.0,0,[],0,13,"[3, 15, 23, 35, 39, 43, 104, 117, 119, 124, 128, 136, 167]",3,"[43, 136, 23]",0,[],0,[],187,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
1890.0,0,[],0,16,"[3, 15, 23, 24, 35, 39, 43, 89, 104, 106, 117, 119, 124, 128, 136, 167]",3,"[24, 106, 89]",0,[],0,[],184,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
1920.0,0,[],0,19,"[3, 15, 23, 24, 35, 38, 39, 43, 89, 104, 106, 117, 119, 124, 128, 136, 147, 151, 167]",3,"[151, 147, 38]",0,[],0,[],181,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
1950.0,0,[],0,22,"[3, 13, 15, 23, 24, 35, 38, 39, 43, 89, 104, 106, 117, 119, 124, 128, 136, 147, 149, 151, 167, 174]",3,"[149, 174, 13]",0,[],0,[],178,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
1980.0,0,[],0,25,"[3, 13, 14, 15, 23, 24, 35, 38, 39, 40, 43, 68, 89, 104, 106, 117, 119, 124, 128, 136, 147, 149, 151, 167, 174]",3,"[68, 40, 14]",0,[],0,[],175,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2010.0,0,[],0,28,"[3, 13, 14, 15, 23, 24, 26, 35, 36, 38, 39, 40, 43, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 147, 149, 151, 167, 174]",3,"[67, 36, 26]",0,[],0,[],172,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2040.0,0,[],0,31,"[3, 4, 13, 14, 15, 23, 24, 26, 27, 34, 35, 36, 38, 39, 40, 43, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 147, 149, 151, 167, 174]",3,"[34, 4, 27]",0,[],0,[],169,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2070.0,0,[],0,34,"[3, 4, 13, 14, 15, 23, 24, 25, 26, 27, 34, 35, 36, 37, 38, 39, 40, 43, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 138, 147, 149, 151, 167, 174]",3,"[138, 37, 25]",0,[],0,[],166,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2100.0,0,[],0,37,"[3, 4, 12, 13, 14, 15, 16, 23, 24, 25, 26, 27, 34, 35, 36, 37, 38, 39, 40, 43, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 138, 147, 149, 151, 167, 174, 196]",3,"[196, 12, 16]",0,[],0,[],163,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2130.0,0,[],0,40,"[3, 4, 12, 13, 14, 15, 16, 18, 22, 23, 24, 25, 26, 27, 33, 34, 35, 36, 37, 38, 39, 40, 43, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 138, 147, 149, 151, 167, 174, 196]",3,"[33, 22, 18]",0,[],0,[],160,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2160.0,0,[],0,43,"[3, 4, 12, 13, 14, 15, 16, 18, 20, 22, 23, 24, 25, 26, 27, 31, 33, 34, 35, 36, 37, 38, 39, 40, 43, 57, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 138, 147, 149, 151, 167, 174, 196]",3,"[57, 20, 31]",0,[],0,[],157,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2190.0,0,[],0,46,"[1, 3, 4, 6, 12, 13, 14, 15, 16, 18, 20, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 43, 57, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 138, 147, 149, 151, 167, 174, 196]",3,"[6, 1, 32]",0,[],0,[],154,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
2200.0,0,[],0,49,"[1, 2, 3, 4, 5, 6, 10, 12, 13, 14, 15, 16, 18, 20, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 43, 57, 67, 68, 89, 104, 106, 117, 119, 124, 128, 136, 138, 147, 149, 151, 167, 174, 196]",3,"[5, 2, 10]",0,[],0,[],151,41,0,3,0.0,"{""2"": ""striking"", ""1"": ""striking"", ""0"": ""striking""}"
