time,uav_id,status,assigned_cluster_id,x,y,is_damaged
30.0,1,en_route,2,20.300063023349523,-137600.0266025275,False
30.0,2,en_route,1,4.350507507897041,-137600.00037997306,False
30.0,3,en_route,0,-7.696654445202533,-137600.0513307491,False
30.0,4,available,,10.0,-140000.0,False
30.0,5,available,,5.0,-140000.0,False
30.0,6,available,,4.0,-140000.0,False
30.0,7,available,,4.0,-140000.0,False
30.0,8,available,,4.0,-140000.0,False
30.0,9,available,,4.0,-140000.0,False
30.0,10,available,,4.0,-140000.0,False
30.0,11,available,,4.0,-140000.0,False
30.0,12,en_route,2,11.45522095453903,-137600.02733809053,False
30.0,13,en_route,2,12.437981191464361,-137600.02725586595,False
30.0,14,en_route,2,17.351782349585367,-137600.02684660067,False
30.0,15,en_route,2,19.31730280051428,-137600.0266837614,False
30.0,16,en_route,2,13.42074142661909,-137600.02717376524,False
30.0,17,en_route,2,18.334542575927124,-137600.0267651191,False
30.0,18,en_route,2,18.334542575927124,-137600.0267651191,False
30.0,19,en_route,2,18.334542575927124,-137600.0267651191,False
30.0,20,en_route,2,18.334542575927124,-137600.0267651191,False
30.0,21,en_route,2,18.334542575927124,-137600.0267651191,False
30.0,22,en_route,1,8.282170652125913,-137600.000342492,False
30.0,23,en_route,1,8.282170652125913,-137600.000342492,False
30.0,24,en_route,1,8.282170652125913,-137600.000342492,False
30.0,25,en_route,1,8.282170652125913,-137600.000342492,False
30.0,26,en_route,1,8.282170652125913,-137600.000342492,False
30.0,27,en_route,1,8.282170652125913,-137600.000342492,False
30.0,28,en_route,1,8.282170652125913,-137600.000342492,False
30.0,29,en_route,1,8.282170652125913,-137600.000342492,False
30.0,30,en_route,1,8.282170652125913,-137600.000342492,False
30.0,31,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,32,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,33,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,34,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,35,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,36,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,37,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,38,en_route,0,-8.679442992686363,-137600.0512182408,False
30.0,39,available,,7.0,-140000.0,False
30.0,40,available,,7.0,-140000.0,False
30.0,41,available,,7.0,-140000.0,False
60.0,1,en_route,2,31.600126046699046,-135200.053205055,False
60.0,2,en_route,1,5.701015015794082,-135200.00075994612,False
60.0,3,en_route,0,-23.393308890405066,-135200.10266149818,False
60.0,4,available,,10.0,-140000.0,False
60.0,5,available,,5.0,-140000.0,False
60.0,6,available,,4.0,-140000.0,False
60.0,7,available,,4.0,-140000.0,False
60.0,8,available,,4.0,-140000.0,False
60.0,9,available,,4.0,-140000.0,False
60.0,10,available,,4.0,-140000.0,False
60.0,11,available,,4.0,-140000.0,False
60.0,12,en_route,2,22.91044190907806,-135200.05467618105,False
60.0,13,en_route,2,23.875962382928723,-135200.0545117319,False
60.0,14,en_route,2,28.703564699170734,-135200.05369320133,False
60.0,15,en_route,2,30.63460560102856,-135200.05336752278,False
60.0,16,en_route,2,24.841482853238183,-135200.05434753047,False
60.0,17,en_route,2,29.669085151854247,-135200.05353023822,False
60.0,18,en_route,2,29.669085151854247,-135200.05353023822,False
60.0,19,en_route,2,29.669085151854247,-135200.05353023822,False
60.0,20,en_route,2,29.669085151854247,-135200.05353023822,False
60.0,21,en_route,2,29.669085151854247,-135200.05353023822,False
60.0,22,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,23,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,24,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,25,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,26,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,27,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,28,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,29,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,30,en_route,1,9.564341304251826,-135200.00068498403,False
60.0,31,en_route,0,-24.358885985372723,-135200.10243648163,False
60.0,32,en_route,0,-24.358885985372723,-135200.10243648163,False
60.0,33,en_route,0,-24.358885985372723,-135200.10243648163,False
