support_required,support_type,event_id,donor_cluster_id,receiver_cluster_id,reassigned_uav_ids,affected_target_ids,reason,estimated_completion_rate_before,estimated_completion_rate_after,updated_plan
True,communication_support,resource_shortage@0,,2,[],"[5, 6, 7, 11, 15, 17, 24, 28, 29, 30, 33, 34, 35, 43, 57, 67, 68, 119, 138, 149, 151, 167, 196]",communication_support requested by resource_shortage; no donor cluster with surplus resource was available.,0.0033333333333333335,0.0033333333333333335,"{'receiver_attack_uav_ids': [12, 13, 14, 15, 16, 17, 18, 19, 20, 21], 'receiver_guide_uav_ids': [1], 'support_type': 'communication_support'}"
