time,event_types,replanning_count,destroyed_target_ids,disappeared_target_ids,damaged_uav_ids,available_target_count,available_uav_count,completed_cluster_count,total_cluster_count,metadata
30.0,[],0,[],[],[],20,41,0,3,"{'destroyed_this_step': [], 'cluster_status': {0: 'en_route', 1: 'en_route', 2: 'en_route'}, 'cluster_positions': {0: [4.971346076043265, -137600.00004752417], 1: [1.4772231531740934, -137600.00005699781], 2: [6.897197195870121, -137600.0000022629]}, 'uav_status_counts': {'en_route': 6, 'available': 35}}"
60.0,[],0,[],[],[],20,41,0,3,"{'destroyed_this_step': [], 'cluster_status': {0: 'en_route', 1: 'en_route', 2: 'en_route'}, 'cluster_positions': {0: [5.442692152086529, -135200.00009504834], 1: [0.9544463063481868, -135200.0001139956], 2: [6.7943943917402425, -135200.00000452582]}, 'uav_status_counts': {'en_route': 6, 'available': 35}}"
90.0,[],0,[],[],[],20,41,0,3,"{'destroyed_this_step': [], 'cluster_status': {0: 'en_route', 1: 'en_route', 2: 'en_route'}, 'cluster_positions': {0: [5.914038228129794, -132800.0001425725], 1: [0.4316694595222803, -132800.0001709934], 2: [6.691591587610364, -132800.00000678873]}, 'uav_status_counts': {'en_route': 6, 'available': 35}}"
120.0,[],0,[],[],[],20,41,0,3,"{'destroyed_this_step': [], 'cluster_status': {0: 'en_route', 1: 'en_route', 2: 'en_route'}, 'cluster_positions': {0: [6.3853843041730585, -130400.00019009669], 1: [-0.09110738730362616, -130400.0002279912], 2: [6.588788783480485, -130400.00000905164]}, 'uav_status_counts': {'en_route': 6, 'available': 35}}"
150.0,['target_disappeared'],1,[],[3],[],19,41,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [-0.6138842341295326, -128000.00028498899], 2: [6.485985979350606, -128000.00001131457], 0: [6.856730380216324, -128000.00023762087]}, 'uav_status_counts': {'assigned': 6, 'available': 35}}"
180.0,[],1,[],[3],[],19,41,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [6.193903047360349, -125600.00033038948], 2: [-0.5836413889540231, -125600.00028524068], 0: [6.908100651243296, -125600.00004849679]}, 'uav_status_counts': {'en_route': 6, 'available': 35}}"
210.0,['attack_uav_destroyed'],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [5.531075714504374, -123200.00042315808], 2: [-0.5533985437785134, -123200.00028549238], 0: [7.330215323135986, -123200.00008567901]}, 'uav_status_counts': {'assigned': 6, 'available': 34, 'damaged': 1}}"
240.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [4.8682483816483995, -120800.00051592669], 2: [-0.5231556986030038, -120800.00028574408], 0: [7.752329995028676, -120800.00012286124]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
270.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [4.205421048792425, -118400.00060869529], 2: [-0.49291285342749425, -118400.00028599577], 0: [8.174444666921366, -118400.00016004346]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
300.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [3.5425937159364493, -116000.0007014639], 2: [-0.4626700082519846, -116000.00028624746], 0: [8.596559338814055, -116000.00019722569]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
330.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [2.8797663830804745, -113600.0007942325], 2: [-0.432427163076475, -113600.00028649917], 0: [9.018674010706743, -113600.00023440791]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
360.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [2.2169390502244997, -111200.00088700111], 2: [-0.40218431790096537, -111200.00028675087], 0: [9.440788682599432, -111200.00027159014]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
390.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [1.5541117173685248, -108800.00097976971], 2: [-0.37194147272545575, -108800.00028700256], 0: [9.862903354492122, -108800.00030877236]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
420.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [0.89128438451255, -106400.00107253832], 2: [-0.3416986275499461, -106400.00028725425], 0: [10.285018026384812, -106400.00034595458]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
450.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [0.22845705165657515, -104000.00116530692], 2: [-0.3114557823744365, -104000.00028750596], 0: [10.707132698277501, -104000.00038313681]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
480.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [-0.4343702811993997, -101600.00125807553], 2: [-0.28121293719892676, -101600.00028775766], 0: [11.12924737017019, -101600.00042031903]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
510.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [-1.0971976140553745, -99200.00135084413], 2: [-0.2509700920234171, -99200.00028800935], 0: [11.55136204206288, -99200.00045750126]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
540.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [-1.7600249469113494, -96800.00144361274], 2: [-0.2207272468479074, -96800.00028826104], 0: [11.97347671395557, -96800.00049468348]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
570.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [-2.422852279767324, -94400.00153638134], 2: [-0.19048440167239772, -94400.00028851275], 0: [12.39559138584826, -94400.0005318657]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
600.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [-3.085679612623299, -92000.00162914995], 2: [-0.16024155649688804, -92000.00028876445], 0: [12.81770605774095, -92000.00056904793]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
630.0,[],2,[],[3],[11],19,40,0,3,"{'destroyed_this_step': [], 'cluster_status': {1: 'en_route', 2: 'en_route', 0: 'en_route'}, 'cluster_positions': {1: [-3.7485069454792734, -89600.00172191855], 2: [-0.12999871132137836, -89600.00028901614], 0: [13.239820729633639, -89600.00060623015]}, 'uav_status_counts': {'en_route': 6, 'available': 34, 'damaged': 1}}"
